X,Y,OBJECTID,KC_Fac_FID,KCParkFID,SiteName,SiteType,Owner,OwnerType,Manager,ManageType,Maintd_By,MaintType,Label_Type
-122.193912899734,47.7092763421612,1477,2817,5262901,Heronfield Wetlands,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.203086831777,47.7116904871185,1478,2806,5262902,North Kirkland Community Center,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,0
-122.20452647398,47.7120563892652,1479,2806,5262902,North Kirkland Community Center,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.198004563749,47.7058154958138,1480,7277,5262903,McAuliffe Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,0
-122.196317600154,47.7052094528548,1481,7277,5262903,McAuliffe Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.214592320324,47.7061497653822,1482,2701,5263001,Juanita Beach Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,0
-122.215341146173,47.7046267813298,1483,2701,5263001,Juanita Beach Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.222799089101,47.7108353404419,1484,2700,5263003,Juanita Heights Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,0
-122.221055423853,47.7110809301008,1485,2700,5263003,Juanita Heights Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.208385104403,47.7147839998116,1486,7278,5263004,Brookhaven Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.217837024543,47.6906625949696,1487,2833,5263101,Kiwanis Park - Kirkland,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.203153374379,47.6960429973544,1488,2699,5263201,Juanita Bay Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,0
-122.211619351791,47.6988456778846,1489,2699,5263201,Juanita Bay Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.195719307989,47.6921931684628,1490,2698,5263202,Crestwoods Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.189854353801,47.6909558098161,1491,2703,5263204,Highlands Park - Kirkland,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.185925703862,47.6945110501972,1492,2705,5263301,Forbes Creek Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.183072436023,47.6904925544144,1493,2733,5263302,Spinney Homestead Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.166455886313,47.6956650720304,1494,2732,5263303,Mark Twain Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.125689698336,47.6962688235318,1495,7270,5263501,Meadow Neighborhood Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.106216172189,47.6924705416931,1496,2861,5263601,Redmond Pool Site,Pool Site,City of Redmond,City,Wave Aquatics,Non Profit Corporation,Wave Aquatics,Non Profit Corporation,1
-122.108207554451,47.6909718642815,1497,2731,5263602,Johnathan Hartman Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-121.981741603505,47.1645550536469,1498,4559,6190101,Anderson Riverview Park,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1
-121.999745224503,47.2552230417967,1499,4878,6200201,Bass Lake Complex Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.003866783464,47.2580057007443,1500,4878,6200201,Bass Lake Complex Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.006043521174,47.2661058124758,1501,4878,6200201,Bass Lake Complex Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-121.989140221565,47.2649556051696,1502,4878,6200201,Bass Lake Complex Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,3
-122.024198999775,47.215220167771,1503,4866,6201501,Big Spring/Newaukum Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.019981496108,47.2228889011701,1504,4866,6201501,Big Spring/Newaukum Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.029826760844,47.2288626602299,1505,4866,6201501,Big Spring/Newaukum Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,3
-122.038911302927,47.2091846176603,1506,2729,6202101,Farmers Park,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1
-122.018318685938,47.2120508311201,1507,2728,6202201,Mahler Park,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1
-121.999628932235,47.212122911515,1508,2743,6202301,Martin Johnson Park,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,0
-121.999627486122,47.2112370710263,1509,2743,6202301,Martin Johnson Park,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1
-121.999824273816,47.2034076877021,1510,2738,6202302,Montgomery Park,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,0
-121.966566510614,47.1851828979643,1511,8047,6202502,Middle Boise Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.983768991939,47.1899930159369,1512,8047,6202502,Middle Boise Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.964330989623,47.185214809287,1513,8047,6202502,Middle Boise Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-122.008085324614,47.1891150094745,1514,2862,6202601,Enumclaw Pool Site,Pool Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1
-122.013622360572,47.1963403412285,1515,2759,6202604,Rainier Trails Park,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1
-122.008893855423,47.1970486611585,1516,4563,6202605,Flensted Park,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1
-121.994520537311,47.199064792097,1517,4583,6202606,Scott Park,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1
-121.997605596983,47.1935703355183,1518,5354,6202607,Enumclaw Foothills Trail Site,Trail Site Regional,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,0
-122.002363834547,47.1891511261838,1519,5354,6202607,Enumclaw Foothills Trail Site,Trail Site Regional,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1
-122.013299607581,47.1818609814619,1520,3044,6203501,Boise Creek Park,Park Site,Other School District,School District,City of Enumclaw,City,City of Enumclaw,City,1
-122.01703830003,47.1771519255947,1521,8127,6203502,Foothills Trail Site - Other,Other Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.016862293063,47.1766308132123,1522,8127,6203502,Foothills Trail Site - Other,Other Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.983420513332,47.1768816664857,1523,3010,6203601,Mount Peak Farm,Farm Site,King County WLRD,County,King County WLRD,County,King County WLRD,County,0
-121.987090206721,47.175876181281,1524,3010,6203601,Mount Peak Farm,Farm Site,King County WLRD,County,King County WLRD,County,King County WLRD,County,1
-121.981587278706,47.1831309180168,1525,3010,6203601,Mount Peak Farm,Farm Site,King County WLRD,County,King County WLRD,County,King County WLRD,County,2
-121.985186197743,47.1744813003421,1526,8205,6203602,Pinnacle Peak Lease Site,Park Site,King County WLRD,County,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.981263497657,47.1755629055408,1527,8205,6203602,Pinnacle Peak Lease Site,Park Site,King County WLRD,County,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.042176376176,47.3370899429492,1528,2727,6210401,Lake Sawyer Park,Park Site,City of Black Diamond,City,City of Black Diamond,City,City of Black Diamond,City,1
-122.053437651886,47.33216453632,1529,4892,6210403,Kentlake Athletic Fields,Other Site,Kent School District,School District,Kent School District,School District,Kent School District,School District,1
-122.079321442621,47.3364300242623,1530,2724,6210501,Covington Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.078322741175,47.3403566360107,1531,2724,6210501,Covington Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.034213631805,47.3207172753246,1532,2721,6211002,Lake Sawyer Regional Park,Park Site,City of Black Diamond,City,City of Black Diamond,City,City of Black Diamond,City,0
-122.026646455181,47.3215377576955,1533,2721,6211002,Lake Sawyer Regional Park,Park Site,City of Black Diamond,City,City of Black Diamond,City,City of Black Diamond,City,1
-122.004890676725,47.3167591200575,1534,7837,6211101,Coal Car Historical Triangle,Park Site,City of Black Diamond,City,City of Black Diamond,City,City of Black Diamond,City,1
-122.008231474632,47.3128262622595,1535,5479,6211403,Ginder Creek Site,Park Site,City of Black Diamond,City,City of Black Diamond,City,City of Black Diamond,City,1
-122.002339195383,47.308084829938,1536,7835,6211404,Black Diamond BMX Park,Park Site,City of Black Diamond,City,City of Black Diamond,City,City of Black Diamond,City,1
-122.006057966209,47.3028278878156,1537,7836,6211405,Jones Lake Open Space,Park Site,City of Black Diamond,City,City of Black Diamond,City,City of Black Diamond,City,1
-122.017642728401,47.3119521079519,1538,7833,6211504,Union Stump Historical Park,Park Site,City of Black Diamond,City,City of Black Diamond,City,City of Black Diamond,City,1
-122.056299311102,47.28408245029,1539,2716,6212801,Whitney Bridge Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.046552854591,47.2634312467641,1540,5484,6213301,Lower Newaukum Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.057293788692,47.2707708337801,1541,5484,6213301,Lower Newaukum Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.035425536744,47.2657783408219,1542,5484,6213301,Lower Newaukum Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-122.011735671937,47.4183558559019,1543,15353,6220201,Taylor Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.017053724131,47.4216898149193,1544,2696,6220301,Lake Francis Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.039468506111,47.4154288618684,1545,3015,6220402,Mouth Of Taylor Reach Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.045858609789,47.424682726987,1546,3015,6220402,Mouth Of Taylor Reach Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.041788680039,47.4198860458579,1547,3015,6220402,Mouth Of Taylor Reach Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-122.082977943981,47.4245825587713,1548,2980,6220502,Peterson Lake Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.075186866871,47.423732778234,1549,2980,6220502,Peterson Lake Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.090079237954,47.4036775787971,1550,3024,6220701,Shadow Lake Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.08742380441,47.4011228720004,1551,3024,6220701,Shadow Lake Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.038174493485,47.4053802324904,1552,2669,6220903,Fred V. Habenicht Rotary Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.039243021502,47.4049941637638,1553,2669,6220903,Fred V. Habenicht Rotary Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.007271148238,47.3795307002221,1554,2947,6220904,Cedar River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
