field_1,lat,long,Hub distan,E19013171
"10867",47.4876000000,-121.7790000000,,"102348"
"10868",47.6846000000,-122.3720000000,,"103470"
"10869",47.6870000000,-122.0370000000,,"146596"
"10870",47.6040000000,-122.3110000000,,"83090"
"10871",47.2616000000,-122.2810000000,,"96489"
"10872",47.5185000000,-122.3450000000,,"56629"
"10873",47.6368000000,-122.3550000000,,"116111"
"10874",47.3667000000,-122.0410000000,,"118548"
"10875",47.4730000000,-122.1180000000,,"115493"
"10876",47.5870000000,-122.3840000000,,"102569"
"10877",47.4774000000,-122.1420000000,,"113682"
"10878",47.6818000000,-122.0340000000,,"146596"
"10879",47.3213000000,-122.3850000000,,"65483"
"10880",47.6175000000,-122.2980000000,,"113397"
"10881",47.4442000000,-121.7620000000,,"107044"
"10882",47.6337000000,-122.0320000000,,"180761"
"10883",47.2619000000,-122.3080000000,,"79394"
"10884",47.6045000000,-122.1690000000,,"106000"
"10885",47.7072000000,-122.3600000000,,"92059"
"10886",47.7131000000,-121.3190000000,,"92377"
"10887",47.3242000000,-122.1440000000,,"90781"
"10888",47.6731000000,-122.3150000000,,"63344"
"10889",47.6579000000,-122.1250000000,,"128088"
"10890",47.7057000000,-122.1120000000,,"210341"
"10891",47.5762000000,-122.1430000000,,"96471"
"10892",47.4690000000,-122.2980000000,,"61985"
"10893",47.2077000000,-122.0110000000,,"59833"
"10894",47.7676000000,-122.3730000000,,"107544"
"10895",47.6789000000,-122.2810000000,,"103333"
"10896",47.7405000000,-122.3230000000,,"81207"
"10897",47.6415000000,-122.4010000000,,"170031"
"10898",47.5979000000,-122.2970000000,,"99167"
"10899",47.4632000000,-122.1900000000,,"66633"
"10900",47.6828000000,-122.2870000000,,"103333"
"10901",47.6605000000,-122.0690000000,,"119250"
"10902",47.6226000000,-122.2920000000,,"113397"
"10903",47.2080000000,-121.9630000000,,"77593"
"10904",47.5097000000,-122.1810000000,,"97250"
"10905",47.5097000000,-122.1810000000,,"97250"
"10906",47.7346000000,-121.9700000000,,"142738"
"10907",47.2688000000,-122.0240000000,,"96667"
"10908",47.6768000000,-122.0290000000,,"146596"
"10909",47.6804000000,-122.3160000000,,"115000"
"10910",47.4604000000,-122.1800000000,,"82222"
"10911",47.7000000000,-122.2960000000,,"106458"
"10912",47.3634000000,-122.2790000000,,"68762"
"10913",47.3622000000,-122.1570000000,,"95313"
"10914",47.7341000000,-121.9760000000,,"142738"
"10915",47.4845000000,-122.0800000000,,"115493"
"10916",47.5838000000,-122.3900000000,,"102569"
"10917",47.7516000000,-122.2990000000,,"113438"
"10918",47.4190000000,-122.2060000000,,"107153"
"10919",47.3140000000,-122.2080000000,,"63516"
"10920",47.5511000000,-122.2300000000,,"203313"
"10921",47.7675000000,-122.3340000000,,"66734"
"10922",47.7583000000,-122.3390000000,,"86750"
"10923",47.4881000000,-122.1420000000,,"113682"
"10924",47.5381000000,-122.0690000000,,"151820"
"10925",47.2850000000,-122.2010000000,,"64802"
"10926",47.4561000000,-122.3610000000,,"100077"
"10927",47.6775000000,-122.3630000000,,"106172"
"10928",47.6711000000,-122.4030000000,,"89375"
"10929",47.7180000000,-122.0340000000,,"108080"
"10930",47.6802000000,-122.0310000000,,"146596"
"10931",47.5470000000,-121.9970000000,,"124252"
"10932",47.3275000000,-122.3290000000,,"65302"
"10933",47.7310000000,-122.3420000000,,"86696"
"10934",47.6344000000,-122.2050000000,,"140026"
"10935",47.6875000000,-122.0430000000,,"146596"
"10936",47.3286000000,-122.3460000000,,"66250"
"10937",47.6390000000,-122.2100000000,,"222500"
"10938",47.5778000000,-122.2890000000,,"95075"
"10939",47.6085000000,-121.9520000000,,"104583"
"10940",47.6284000000,-122.2910000000,,"135956"
"10941",47.7421000000,-121.9820000000,,"119813"
"10942",47.6605000000,-122.3310000000,,"120318"
"10943",47.5538000000,-121.9940000000,,"124252"
"10944",47.7062000000,-122.3410000000,,"70250"
"10945",47.3988000000,-122.0280000000,,"110063"
"10946",47.6340000000,-122.2210000000,,"222500"
"10947",47.5030000000,-122.2620000000,,"93862"
"10948",47.4669000000,-121.7650000000,,"107044"
"10949",47.6163000000,-122.2940000000,,"113397"
"10950",47.4664000000,-121.7470000000,,"107044"
"10951",47.3400000000,-122.3270000000,,"97372"
"10952",47.3358000000,-122.2650000000,,"92632"
"10953",47.6980000000,-122.3570000000,,"79375"
"10954",47.6979000000,-122.1240000000,,"147525"
"10955",47.3112000000,-122.3760000000,,"89736"
"10956",47.6475000000,-122.3960000000,,"117449"
"10957",47.6503000000,-122.4100000000,,"170031"
"10958",47.6503000000,-122.4100000000,,"170031"
"10959",47.4553000000,-121.7500000000,,"107044"
"10960",47.7137000000,-122.3150000000,,"63705"
"10961",47.6553000000,-122.1900000000,,"143920"
"10962",47.3446000000,-122.0420000000,,"97041"
"10963",47.5658000000,-122.0320000000,,"106971"
"10964",47.6158000000,-122.2910000000,,"173438"
"10965",47.5697000000,-122.1820000000,,"163864"
"10966",47.4873000000,-121.7830000000,,"102348"
"10967",47.6463000000,-122.2190000000,,"222500"
"10968",47.3557000000,-122.2900000000,,"90133"
"10969",47.5868000000,-121.9680000000,,"217574"
"10970",47.6400000000,-122.2850000000,,"135956"
"10971",47.3024000000,-122.1060000000,,"90781"
"10972",47.4192000000,-122.2010000000,,"107153"
"10973",47.6743000000,-122.3710000000,,"113188"
"10974",47.4508000000,-122.3680000000,,"100077"
"10975",47.6214000000,-122.1200000000,,"119567"
"10976",47.2925000000,-122.3460000000,,"83611"
"10977",47.4125000000,-121.9820000000,,"110063"
"10978",47.4722000000,-122.1310000000,,"115493"
"10979",47.7215000000,-122.3230000000,,"69790"
"10980",47.5758000000,-122.3820000000,,"114212"
"10981",47.5549000000,-122.2870000000,,"63493"
"10982",47.6506000000,-122.1210000000,,"136250"
"10983",47.5585000000,-122.2150000000,,"202827"
"10984",47.6632000000,-122.2010000000,,"143920"
"10985",47.7312000000,-122.2020000000,,"111497"
"10986",47.7318000000,-122.1380000000,,"210341"
"10987",47.4868000000,-122.1410000000,,"113682"
"10988",47.3619000000,-122.2870000000,,"68762"
"10989",47.4431000000,-122.1900000000,,"65799"
"10990",47.4950000000,-121.7760000000,,"102348"
"10991",47.4869000000,-122.1230000000,,"115493"
"10992",47.7410000000,-121.9790000000,,"119813"
"10993",47.6410000000,-122.0680000000,,"166591"
"10994",47.5345000000,-122.2160000000,,"216488"
"10995",47.6945000000,-122.3770000000,,"126096"
"10996",47.5305000000,-122.3710000000,,"99706"
"10997",47.7310000000,-122.1660000000,,"97670"
"10998",47.5616000000,-122.3920000000,,"83245"
"10999",47.5418000000,-122.1360000000,,"170119"
"11000",47.5483000000,-122.2780000000,,"63493"
"11001",47.6785000000,-122.3960000000,,"89375"
"11002",47.6915000000,-122.3480000000,,"102917"
"11003",47.3199000000,-122.3740000000,,"65483"
"11004",47.7463000000,-122.2130000000,,"126269"
"11005",47.6902000000,-122.3390000000,,"128292"
"11006",47.6133000000,-122.2870000000,,"173438"
"11007",47.6319000000,-122.1240000000,,"145221"
"11008",47.5528000000,-122.3560000000,,"92756"
"11009",47.4858000000,-122.2310000000,,"52242"
"11010",47.5569000000,-122.2770000000,,"63493"
"11011",47.5270000000,-122.3620000000,,"68333"
"11012",47.3999000000,-122.4720000000,,"90487"
"11013",47.6259000000,-122.1420000000,,"97241"
"11014",47.5493000000,-122.3870000000,,"105896"
"11015",47.6063000000,-122.3050000000,,"83090"
"11016",47.5868000000,-122.1160000000,,"117917"
"11017",47.7192000000,-122.0240000000,,"108080"
"11018",47.5662000000,-121.8860000000,,"104776"
"11019",47.4896000000,-122.2040000000,,"81216"
"11020",47.7638000000,-122.2650000000,,"125481"
"11021",47.5490000000,-122.1410000000,,"170119"
"11022",47.6311000000,-122.3120000000,,"157670"
"11023",47.3743000000,-122.2950000000,,"38295"
"11024",47.7403000000,-122.1290000000,,"161806"
"11025",47.5894000000,-122.1970000000,,"163864"
"11026",47.3734000000,-122.1930000000,,"46697"
"11027",47.4816000000,-122.0050000000,,"113651"
"11028",47.6336000000,-122.2900000000,,"135956"
"11029",47.4619000000,-122.1960000000,,"62953"
"11030",47.6030000000,-122.1200000000,,"98805"
"11031",47.5349000000,-122.0660000000,,"151820"
"11032",47.4469000000,-121.7750000000,,"107044"
"11033",47.7289000000,-122.1270000000,,"210341"
"11034",47.6536000000,-122.0450000000,,"165425"
"11035",47.6202000000,-122.1120000000,,"119567"
"11036",47.7233000000,-121.9590000000,,"142738"
"11037",47.4497000000,-122.2120000000,,"85031"
"11038",47.6075000000,-122.1340000000,,"98805"
"11039",47.4403000000,-122.2710000000,,"83897"
"11040",47.5879000000,-122.2990000000,,"95075"
"11041",47.4980000000,-122.2250000000,,"58335"
"11042",47.3642000000,-122.1740000000,,"96917"
"11043",47.6844000000,-122.2890000000,,"118750"
"11044",47.7223000000,-122.1600000000,,"99051"
"11045",47.7077000000,-122.3780000000,,"126096"
"11046",47.5766000000,-122.3090000000,,"74953"
"11047",47.6273000000,-122.1940000000,,"140026"
"11048",47.6811000000,-122.0340000000,,"146596"
"11049",47.7186000000,-122.3540000000,,"73792"
"11050",47.7186000000,-122.3540000000,,"73792"
"11051",47.6857000000,-122.3310000000,,"128292"
"11052",47.3289000000,-122.0010000000,,"110139"
"11053",47.5491000000,-122.1510000000,,"170119"
"11054",47.4874000000,-122.2070000000,,"47755"
"11055",47.6090000000,-122.3140000000,,"51190"
"11056",47.5858000000,-122.3790000000,,"102569"
"11057",47.5151000000,-122.3720000000,,"104474"
"11058",47.7034000000,-122.3150000000,,"45925"
"11059",47.5941000000,-122.1420000000,,"84583"
"11060",47.2114000000,-122.0090000000,,"59833"
"11061",47.5250000000,-122.3930000000,,"107201"
"11062",47.6478000000,-122.1130000000,,"163032"
"11063",47.5306000000,-122.3540000000,,"56629"
"11064",47.3219000000,-122.0850000000,,"109764"
"11065",47.7731000000,-122.0860000000,,"127434"
"11066",47.7329000000,-122.2370000000,,"100069"
"11067",47.6607000000,-122.3960000000,,"84583"
"11068",47.7739000000,-122.3220000000,,"71033"
"11069",47.3644000000,-122.0400000000,,"118548"
"11070",47.7466000000,-122.3400000000,,"90806"
"11071",47.4519000000,-122.3630000000,,"100077"
"11072",47.7107000000,-122.1100000000,,"210341"
"11073",47.3482000000,-122.1530000000,,"102639"
"11074",47.4484000000,-122.1580000000,,"82222"
"11075",47.7431000000,-122.2900000000,,"80227"
"11076",47.3644000000,-122.0940000000,,"96250"
"11077",47.6039000000,-122.0600000000,,"149743"
"11078",47.7380000000,-121.9650000000,,"119813"
"11079",47.3992000000,-122.1630000000,,"112050"
"11080",47.3169000000,-122.3650000000,,"65483"
"11081",47.6690000000,-122.2750000000,,"127373"
"11082",47.5571000000,-122.0800000000,,"152750"
"11083",47.7347000000,-122.2260000000,,"126269"
"11084",47.7458000000,-122.3340000000,,"90806"
"11085",47.3628000000,-122.1470000000,,"95313"
"11086",47.7640000000,-122.2620000000,,"125339"
"11087",47.7762000000,-122.3670000000,,"85398"
"11088",47.6401000000,-122.3200000000,,"109055"
"11089",47.3661000000,-122.0200000000,,"119466"
"11090",47.4572000000,-122.1690000000,,"82222"
"11091",47.3266000000,-122.1750000000,,"82917"
"11092",47.7388000000,-122.2060000000,,"109943"
"11093",47.7283000000,-122.0460000000,,"165000"
"11094",47.3229000000,-122.3480000000,,"66250"
"11095",47.7381000000,-122.3020000000,,"81207"
"11096",47.6742000000,-122.3560000000,,"91806"
"11097",47.4802000000,-122.3350000000,,"60989"
"11098",47.4961000000,-122.3660000000,,"83919"
"11099",47.4623000000,-122.1300000000,,"95658"
"11100",47.5559000000,-122.3960000000,,"83245"
"11101",47.7530000000,-122.3170000000,,"71607"
"11102",47.6684000000,-122.3630000000,,"116279"
"11103",47.5495000000,-122.3980000000,,"105896"
"11104",47.6425000000,-122.3740000000,,"109567"
"11105",47.7048000000,-122.3150000000,,"45925"
"11106",47.7566000000,-122.1130000000,,"161806"
"11107",47.5794000000,-122.1180000000,,"117917"
"11108",47.4067000000,-122.0300000000,,"110063"
"11109",47.6836000000,-122.3870000000,,"123698"
"11110",47.6827000000,-122.0380000000,,"146596"
"11111",47.7687000000,-122.2760000000,,"125481"
"11112",47.3064000000,-122.1080000000,,"90781"
"11113",47.4742000000,-122.2650000000,,"59225"
"11114",47.3947000000,-122.1740000000,,"98889"
"11115",47.6077000000,-122.0200000000,,"176375"
"11116",47.6704000000,-122.3910000000,,"89375"
"11117",47.5639000000,-122.4010000000,,"110368"
"11118",47.6398000000,-122.1130000000,,"145221"
"11119",47.4808000000,-122.2800000000,,"59438"
"11120",47.4909000000,-122.2570000000,,"52242"
"11121",47.5417000000,-122.2890000000,,"32247"
"11122",47.3500000000,-122.1680000000,,"119423"
"11123",47.6478000000,-122.1170000000,,"136250"
"11124",47.7729000000,-122.3890000000,,"115058"
"11125",47.4435000000,-122.2790000000,,"48212"
"11126",47.6704000000,-122.1830000000,,"127750"
"11127",47.6041000000,-122.3100000000,,"83090"
"11128",47.4117000000,-122.1740000000,,"84271"
"11129",47.3616000000,-122.1440000000,,"95313"
"11130",47.7700000000,-122.3910000000,,"115058"
"11131",47.3634000000,-122.0270000000,,"118548"
"11132",47.7255000000,-122.1010000000,,"176607"
"11133",47.5795000000,-122.2900000000,,"95075"
"11134",47.3278000000,-122.3370000000,,"66250"
"11135",47.3490000000,-122.0250000000,,"97041"
"11136",47.4016000000,-122.1310000000,,"112050"
"11137",47.3238000000,-122.2920000000,,"83264"
"11138",47.6738000000,-122.0630000000,,"119250"
"11139",47.3939000000,-122.1640000000,,"112050"
"11140",47.5647000000,-122.0920000000,,"152750"
"11141",47.6112000000,-122.1150000000,,"119567"
"11142",47.6317000000,-122.2050000000,,"140026"
"11143",47.3327000000,-122.2900000000,,"83264"
"11144",47.7011000000,-122.3750000000,,"126096"
"11145",47.3678000000,-122.2820000000,,"68762"
"11146",47.3947000000,-122.1970000000,,"53056"
"11147",47.2929000000,-122.3420000000,,"83611"
"11148",47.7611000000,-122.1610000000,,"93750"
"11149",47.7733000000,-122.3240000000,,"71033"
"11150",47.7601000000,-122.1670000000,,"93750"
"11151",47.6329000000,-122.0210000000,,"180761"
"11152",47.6683000000,-122.2860000000,,"127373"
"11153",47.5507000000,-122.1410000000,,"170119"
"11154",47.5219000000,-122.0520000000,,"102806"
"11155",47.5022000000,-122.2230000000,,"47755"
"11156",47.7246000000,-122.0590000000,,"165000"
"11157",47.3781000000,-122.0440000000,,"118548"
"11158",47.5655000000,-122.3950000000,,"120189"
"11159",47.7151000000,-122.2030000000,,"94390"
"11160",47.7349000000,-122.2950000000,,"80227"
"11161",47.5069000000,-122.4720000000,,"71444"
"11162",47.5326000000,-122.0490000000,,"79073"
"11163",47.2126000000,-121.9840000000,,"59833"
"11164",47.7012000000,-122.1670000000,,"99696"
"11165",47.5332000000,-122.2900000000,,"53300"
"11166",47.2701000000,-122.3130000000,,"79394"
"11167",47.7093000000,-122.3060000000,,"81250"
"11168",47.5197000000,-122.1910000000,,"122647"
"11169",47.6634000000,-122.3580000000,,"116279"
"11170",47.6915000000,-122.3390000000,,"102917"
"11171",47.3944000000,-122.5060000000,,"90487"
"11172",47.3096000000,-122.3570000000,,"70550"
"11173",47.7397000000,-122.2590000000,,"119653"
"11174",47.6881000000,-122.3200000000,,"128292"
"11175",47.7132000000,-122.2930000000,,"59807"
"11176",47.4833000000,-122.1390000000,,"113682"
"11177",47.7700000000,-122.0970000000,,"127434"
"11178",47.3637000000,-122.0750000000,,"96250"
"11179",47.7139000000,-122.2030000000,,"94390"
"11180",47.7364000000,-121.9690000000,,"119813"
"11181",47.3661000000,-122.2900000000,,"68762"
"11182",47.2741000000,-122.3370000000,,"81054"
"11183",47.2741000000,-122.3370000000,,"81054"
"11184",47.3033000000,-122.3810000000,,"89736"
"11185",47.7322000000,-122.2360000000,,"100069"
"11186",47.4975000000,-122.2610000000,,"93862"
"11187",47.3743000000,-122.2850000000,,"92782"
"11188",47.7032000000,-122.3700000000,,"92059"
"11189",47.3597000000,-122.0510000000,,"97688"
"11190",47.6458000000,-121.9040000000,,"104583"
"11191",47.6458000000,-121.9040000000,,"104583"
"11192",47.6901000000,-122.2820000000,,"118750"
"11193",47.6810000000,-122.3640000000,,"110202"
"11194",47.6510000000,-122.1190000000,,"136250"
"11195",47.5623000000,-122.2210000000,,"202827"
"11196",47.7268000000,-122.2130000000,,"106391"
"11197",47.6310000000,-122.1170000000,,"135185"
"11198",47.7442000000,-122.3380000000,,"90806"
"11199",47.6190000000,-122.0540000000,,"170063"
"11200",47.4583000000,-122.0360000000,,"99722"
"11201",47.3676000000,-122.3120000000,,"68449"
"11202",47.6503000000,-121.9110000000,,"104583"
"11203",47.6792000000,-122.2730000000,,"80208"
"11204",47.4835000000,-122.1920000000,,"72500"
"11205",47.6204000000,-122.2170000000,,"140026"
"11206",47.3560000000,-122.0140000000,,"110139"
"11207",47.5319000000,-122.3910000000,,"107201"
"11208",47.4935000000,-122.3330000000,,"54844"
"11209",47.6370000000,-122.0400000000,,"180761"
"11210",47.7136000000,-122.2880000000,,"105286"
"11211",47.4270000000,-122.1470000000,,"102566"
"11212",47.5400000000,-122.3200000000,,"63536"
"11213",47.6610000000,-122.2690000000,,"175735"
"11214",47.7279000000,-122.0480000000,,"165000"
"11215",47.5545000000,-122.1630000000,,"170119"
"11216",47.5535000000,-122.3930000000,,"83245"
"11217",47.5357000000,-122.2800000000,,"53295"
"11218",47.7238000000,-122.1140000000,,"210341"
"11219",47.6214000000,-122.1400000000,,"97241"
"11220",47.3170000000,-122.3250000000,,"65302"
"11221",47.5749000000,-122.2140000000,,"96563"
"11222",47.7286000000,-122.2150000000,,"106391"
"11223",47.3724000000,-122.1070000000,,"88791"
"11224",47.6366000000,-122.3650000000,,"127702"
"11225",47.7245000000,-121.9590000000,,"142738"
"11226",47.4670000000,-122.1850000000,,"100461"
"11227",47.7517000000,-122.3420000000,,"74643"
"11228",47.3838000000,-122.0260000000,,"119466"
"11229",47.3980000000,-122.3100000000,,"51048"
"11230",47.2868000000,-122.2100000000,,"50926"
"11231",47.6085000000,-122.3110000000,,"83090"
"11232",47.4345000000,-122.3260000000,,"69036"
"11233",47.3550000000,-122.1760000000,,"73610"
"11234",47.3663000000,-122.1150000000,,"88791"
"11235",47.4597000000,-122.1620000000,,"100461"
"11236",47.5674000000,-122.3840000000,,"114212"
"11237",47.3068000000,-122.2700000000,,"92632"
"11238",47.6228000000,-122.3190000000,,"68838"
"11239",47.7210000000,-122.0780000000,,"165000"
"11240",47.3248000000,-122.1420000000,,"90781"
"11241",47.3043000000,-122.1590000000,,"90781"
"11242",47.7258000000,-122.3060000000,,"69790"
"11243",47.2857000000,-122.1890000000,,"64802"
"11244",47.2750000000,-122.2780000000,,"96489"
"11245",47.7011000000,-122.2440000000,,"166786"
"11246",47.4343000000,-122.0820000000,,"104330"
"11247",47.5427000000,-121.9950000000,,"124252"
"11248",47.6842000000,-122.3630000000,,"110202"
"11249",47.5754000000,-122.2330000000,,"111950"
"11250",47.3733000000,-122.2890000000,,"92782"
"11251",47.5435000000,-122.2600000000,,"84491"
"11252",47.5635000000,-122.2820000000,,"87188"
"11253",47.3126000000,-122.1290000000,,"90781"
"11254",47.6025000000,-122.3030000000,,"83090"
"11255",47.6380000000,-122.2250000000,,"222500"
